MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition
20,3,63.0,8500,1,3,3,0,2,0,5,2,1,1,5,4,2004,2004,1,0,9,1,106.0,2,3,2,2,3,0,5,0,5,1422,1422,0,0,1,3,0,0,1422,0,0,2,0,3,0,2,5,0,2,1,1,2,4,4,2,192,60,0,0,0,0,0,11,1,6,4
160,1,34.0,3604,1,3,3,0,0,0,21,2,1,4,5,4,2007,2007,1,0,9,1,0.0,2,3,2,2,3,3,5,0,5,689,689,0,0,1,3,689,0,1392,0,0,2,0,2,0,2,5,0,2,5,2,2,4,4,2,0,102,0,0,0,0,0,2,2,6,0
90,3,70.0,8393,1,3,3,0,0,0,12,2,1,1,3,4,1959,2005,1,0,6,1,122.0,3,3,1,3,3,3,3,528,5,1098,1626,0,0,1,3,0,0,1712,0,0,2,0,4,1,3,5,0,2,1,0,2,4,4,2,272,54,0,0,0,0,0,6,0,6,3
60,3,90.0,9900,1,3,2,0,3,1,15,2,1,4,5,4,1993,1993,1,0,4,1,256.0,2,3,2,2,3,1,2,987,5,360,1347,0,0,1,3,1274,0,2646,1,0,2,1,4,0,2,5,1,4,1,1,3,4,4,2,340,60,144,0,0,0,0,4,3,6,4
20,3,68.0,9450,1,3,0,0,3,1,7,2,1,1,2,4,1954,1954,1,0,6,1,0.0,3,3,1,3,3,3,3,552,5,342,894,0,0,1,3,0,0,894,0,0,1,0,3,0,3,5,0,2,5,2,2,4,4,2,0,0,0,0,0,0,0,5,1,6,0
20,1,60.0,7200,1,3,3,0,3,0,21,2,1,1,5,4,2006,2006,1,0,9,1,0.0,2,3,2,2,1,3,5,0,5,1293,1293,0,0,1,3,0,0,1301,1,0,2,0,2,0,2,5,1,2,1,1,2,4,4,2,216,121,0,0,0,0,0,8,0,4,5
30,4,56.0,8960,1,3,3,0,3,0,17,0,1,1,3,5,1927,1950,1,0,11,1,0.0,3,3,1,3,3,3,5,0,5,1008,1008,0,2,1,0,0,0,1028,0,0,1,0,2,0,3,5,1,2,5,2,2,4,4,2,0,0,130,0,0,0,0,3,4,6,4
60,3,67.0,9505,1,0,3,0,1,0,8,2,1,4,5,4,2001,2001,1,0,9,1,180.0,2,3,2,2,3,3,5,0,5,884,884,0,0,1,3,1151,0,2035,0,0,2,1,3,0,2,5,1,2,3,0,2,4,4,2,144,48,0,0,0,0,0,5,4,6,4
50,3,50.0,7585,1,3,3,0,3,0,7,0,1,0,3,2,1948,1950,1,0,6,1,0.0,3,3,1,1,0,2,5,0,5,810,810,0,1,1,0,454,0,1456,1,1,1,0,4,0,3,5,1,4,5,2,1,4,4,1,0,0,0,0,0,0,0,8,0,6,4
20,3,71.0,8197,1,3,3,0,3,0,19,2,1,1,4,4,1977,1977,1,0,7,1,148.0,3,3,1,3,3,3,5,0,5,660,660,0,0,1,3,0,0,1285,0,0,1,1,3,0,3,5,1,4,1,1,2,4,4,2,138,0,0,0,0,0,0,4,1,6,4
20,3,67.0,8475,1,0,3,0,3,0,12,2,1,1,2,6,1956,1956,1,0,9,1,0.0,3,3,1,3,3,3,0,228,5,724,952,0,0,1,0,0,0,952,0,0,1,0,2,0,3,5,0,2,5,2,1,4,4,2,0,0,0,0,0,0,0,4,2,6,4
80,3,67.0,10448,1,0,3,0,0,0,14,2,1,6,4,5,1972,1972,1,0,4,1,333.0,3,3,1,3,3,3,5,0,5,689,689,0,3,1,3,741,0,2119,0,0,2,1,3,0,3,5,1,4,1,1,2,4,4,2,0,104,0,0,0,0,0,8,3,0,0
70,4,60.0,7740,1,3,3,0,3,0,17,2,1,4,2,6,1910,1950,1,0,9,1,0.0,3,3,1,1,3,3,5,0,5,622,622,0,2,1,3,622,0,1363,0,0,1,0,3,0,3,5,0,2,5,2,2,4,4,2,0,0,0,0,168,0,0,6,4,6,4
20,3,80.0,9650,1,3,3,0,3,0,14,2,1,1,4,4,1977,1977,1,0,7,1,360.0,3,3,1,2,3,3,0,686,5,664,1350,0,3,1,3,0,0,1334,0,1,2,0,2,0,3,5,1,4,1,1,2,4,4,2,0,16,0,0,0,0,0,4,3,6,4
20,3,80.0,10400,1,3,3,0,3,0,14,2,1,1,5,4,1988,1988,1,0,10,1,102.0,3,3,1,2,3,0,2,929,5,916,1845,0,2,1,3,0,0,1872,0,1,2,0,3,0,3,5,1,4,1,0,2,4,4,2,197,39,0,0,0,0,0,6,0,6,4
20,3,50.0,35133,0,3,3,0,3,1,23,2,1,1,3,3,1963,1963,3,0,6,1,226.0,3,3,1,3,3,1,4,1159,5,413,1572,0,2,1,3,0,0,1572,1,0,1,1,3,0,3,5,2,4,0,1,3,4,4,2,0,263,0,0,263,0,0,5,1,6,4
20,3,67.0,9156,1,0,3,0,3,0,14,4,1,1,4,6,1968,1968,3,0,2,1,0.0,3,3,1,3,3,3,5,0,5,1489,1489,0,2,1,3,0,0,1489,0,0,2,0,3,0,2,5,1,2,1,1,2,4,4,2,0,0,0,0,0,0,0,8,3,6,4
20,3,73.0,8990,1,0,3,0,3,0,5,2,1,1,5,4,2006,2006,1,0,9,1,0.0,2,3,2,2,3,2,5,0,5,1498,1498,0,0,1,3,0,0,1498,0,0,2,0,2,0,2,5,0,2,1,1,2,4,4,2,351,33,0,0,0,0,0,4,0,4,5
20,3,64.0,7406,1,3,3,0,3,0,5,2,1,1,5,4,2006,2006,1,0,9,2,84.0,2,3,2,2,3,0,2,684,5,515,1199,0,0,1,3,0,0,1220,1,0,2,0,2,0,2,5,0,2,1,1,2,4,4,2,105,54,0,0,0,0,0,7,0,4,5
60,3,168.0,23257,1,2,1,0,1,0,8,2,1,4,5,4,2006,2006,1,0,9,1,0.0,2,3,2,0,1,3,5,0,5,868,868,0,0,1,3,1134,0,2021,0,0,2,1,3,0,2,5,1,2,3,1,2,4,4,2,0,100,0,0,0,0,0,9,0,4,5
60,3,73.0,8760,1,3,3,0,3,0,5,2,1,4,5,4,2006,2006,1,0,9,1,0.0,2,3,2,2,1,2,2,464,5,927,1391,0,0,1,3,571,0,1962,0,0,2,1,3,0,2,5,0,2,1,1,3,4,4,2,0,90,0,0,0,0,0,8,0,4,5
160,4,67.0,1974,1,3,3,0,3,0,10,2,1,4,2,4,1973,1973,1,0,3,1,0.0,3,3,1,3,3,3,1,334,5,212,546,0,3,1,3,546,0,1092,0,0,1,1,3,0,3,5,0,2,1,1,1,4,4,2,120,96,0,0,0,0,0,5,4,6,4
20,3,100.0,12919,1,0,3,0,3,0,16,2,1,1,7,4,2009,2010,3,0,9,2,760.0,0,3,2,0,3,1,2,2188,5,142,2330,0,0,1,3,0,0,2364,1,0,2,1,2,0,0,5,2,2,1,0,3,4,4,2,0,67,0,0,0,0,0,3,4,4,5
190,3,60.0,9873,1,3,3,0,3,0,3,6,1,1,2,4,1970,1970,1,0,4,1,160.0,3,3,1,3,3,0,0,789,5,171,960,1,3,0,3,0,0,960,1,0,1,0,3,0,3,5,0,2,5,2,2,4,4,2,0,288,0,0,0,0,0,5,0,6,4
50,4,50.0,9000,1,3,0,0,3,0,9,2,1,0,4,5,1937,1950,1,0,10,1,0.0,3,2,2,3,3,3,5,0,5,780,780,0,3,1,3,595,0,1375,0,0,1,1,3,0,2,5,1,2,5,2,1,4,4,1,0,162,0,0,126,0,0,12,1,6,4
90,3,60.0,8544,1,3,3,0,3,0,12,2,1,1,1,3,1950,1950,1,0,8,1,0.0,3,3,1,3,3,3,5,0,5,0,0,0,2,0,1,0,0,1040,0,0,2,0,2,1,3,5,0,2,5,2,2,4,4,2,0,0,0,0,0,0,0,7,0,6,4
90,3,60.0,10800,1,3,3,0,3,0,7,2,1,1,3,4,1987,1988,1,0,7,1,0.0,3,3,1,2,1,1,2,1200,5,0,1200,0,3,1,3,0,0,1200,3,0,3,0,3,0,3,5,0,2,1,2,0,4,4,2,120,0,0,0,0,0,0,3,3,6,2
20,3,84.0,11670,1,0,3,0,0,0,21,7,1,1,7,4,2006,2006,3,0,9,2,302.0,0,3,2,0,1,3,5,0,5,1905,1905,0,0,1,3,0,0,1905,0,0,2,0,3,0,0,5,1,2,1,0,3,4,4,2,0,191,0,0,0,0,0,3,1,6,4
60,3,77.0,9206,1,3,3,0,3,0,20,2,1,4,4,4,1985,1985,1,0,4,1,336.0,2,3,1,2,3,3,5,0,5,741,741,0,3,1,3,755,0,1732,0,0,2,1,3,0,2,5,1,4,1,0,2,4,4,2,192,46,0,0,0,0,0,6,4,6,4
50,3,67.0,11275,1,0,1,0,0,1,6,2,1,0,4,6,1932,1950,1,0,6,1,480.0,3,3,1,3,3,2,4,297,3,0,854,0,3,1,3,895,0,1991,0,0,1,1,3,0,3,5,1,2,5,2,2,4,1,2,0,0,19,0,0,0,0,3,1,6,4
20,3,65.0,9750,1,3,3,0,2,0,12,2,1,1,4,7,1969,1969,1,0,4,1,0.0,3,3,1,2,3,3,0,602,3,14,1054,0,2,1,3,0,0,1054,1,0,1,1,3,0,3,5,0,2,1,2,2,4,4,2,180,0,0,0,80,0,0,7,2,6,4
160,1,34.0,3230,1,3,3,0,0,0,21,2,1,4,4,4,1999,1999,1,0,6,1,1129.0,3,3,2,2,3,3,2,419,5,310,729,0,2,1,3,729,0,1458,0,0,2,1,2,0,3,5,1,1,5,2,2,4,4,2,0,32,0,0,0,0,0,6,1,6,4
20,3,60.0,11100,1,3,2,0,3,0,7,2,1,1,2,6,1946,2006,1,0,6,1,0.0,3,3,1,3,3,3,5,0,5,0,0,0,0,1,3,0,0,930,0,0,1,0,2,0,2,5,0,2,5,2,1,4,4,2,0,0,0,0,0,0,0,4,4,6,0
20,3,67.0,15870,1,0,3,0,0,0,12,2,1,1,3,4,1969,1969,1,0,9,1,0.0,3,3,1,3,3,2,1,75,4,230,1096,0,0,1,3,0,0,1096,1,0,1,0,3,0,3,5,0,2,1,0,1,4,4,2,240,32,0,0,0,0,0,3,0,6,0
85,3,67.0,7252,1,0,3,0,1,0,19,2,1,5,3,4,1982,1982,3,0,10,1,0.0,3,3,1,2,3,0,2,685,5,173,858,0,3,1,3,0,0,858,1,0,1,0,2,0,3,5,0,2,5,2,2,4,4,2,120,0,0,0,0,0,0,4,3,6,4
20,3,60.0,11664,1,3,3,0,3,0,12,0,1,1,4,4,1948,1950,1,0,6,1,206.0,3,3,1,3,0,3,1,336,5,746,1082,0,3,1,3,0,0,1082,0,0,1,0,2,0,3,5,1,2,5,2,1,4,4,2,0,130,0,0,0,0,0,11,1,6,4
70,2,54.0,6629,1,3,3,0,3,0,7,0,1,4,4,5,1925,1950,2,0,10,1,0.0,3,2,0,3,3,3,1,551,5,121,672,0,3,0,3,672,0,1369,1,0,2,0,3,0,3,5,0,2,5,2,1,4,4,2,147,0,0,0,0,0,0,7,3,6,4
60,3,85.0,12244,1,3,3,0,3,0,23,2,1,4,6,4,2003,2003,3,0,9,2,226.0,2,3,2,2,3,1,2,871,5,611,1482,0,0,1,3,780,0,2262,1,0,2,1,4,0,2,5,2,2,1,0,3,4,4,2,168,0,0,0,0,0,0,8,2,6,4
120,4,67.0,4435,1,3,3,0,3,0,5,2,1,1,4,4,2003,2003,1,0,9,1,170.0,2,3,2,2,3,0,2,685,5,163,848,0,0,1,3,0,0,848,1,0,1,0,1,0,2,5,0,2,1,0,2,4,4,2,140,0,0,0,0,0,0,5,3,6,4
50,3,51.0,10480,1,3,3,0,3,0,18,2,1,0,4,4,1936,1950,1,0,6,1,0.0,3,3,0,3,3,3,5,0,5,1064,1064,0,0,1,0,0,5,1639,0,0,1,0,3,0,3,1,0,2,5,2,1,4,4,2,0,0,0,0,0,0,0,3,2,6,4
20,3,67.0,13284,1,3,3,0,3,0,19,4,1,1,3,4,1954,1954,1,0,10,1,0.0,3,3,2,2,3,2,1,1064,5,319,1383,0,3,1,3,0,0,1383,1,0,1,0,3,0,3,5,1,2,1,2,1,4,4,2,511,116,0,0,0,0,0,6,2,6,4
20,3,63.0,8487,1,3,3,0,2,0,5,2,1,1,5,4,2004,2004,1,0,9,1,210.0,2,3,2,2,3,0,2,20,5,1480,1500,0,0,1,3,0,0,1500,0,0,2,0,3,0,2,5,0,2,1,1,2,4,4,2,192,36,0,0,0,0,0,8,3,6,4
50,3,50.0,7000,1,3,3,0,0,0,17,0,1,0,4,5,1924,1950,1,0,6,1,0.0,3,2,0,1,3,3,3,617,5,0,617,0,2,1,3,445,0,1310,0,0,2,0,2,0,3,2,0,2,1,2,1,4,4,2,0,0,126,0,0,0,0,5,0,0,4
20,3,70.0,9100,1,3,3,0,3,0,12,2,1,1,4,5,1959,1959,3,0,10,1,0.0,3,3,1,3,3,3,4,612,5,252,864,0,0,1,3,0,0,864,0,0,1,0,2,0,3,5,0,2,5,2,1,0,0,2,0,0,0,0,0,0,2,10,3,6,4
50,3,67.0,9144,1,3,3,0,3,0,3,2,1,0,3,4,1940,1982,1,0,6,1,0.0,3,3,1,3,3,3,4,399,5,484,883,0,2,1,3,517,0,1505,1,0,1,0,3,0,3,5,0,2,5,2,1,4,4,0,0,0,0,0,0,0,0,7,2,6,4
80,3,67.0,14115,1,3,3,0,3,0,14,2,1,6,5,4,1980,1980,1,0,7,1,225.0,3,3,1,2,3,0,2,1036,5,336,1372,0,3,1,3,0,0,1472,1,0,2,0,3,0,3,5,2,4,1,2,2,4,4,2,233,48,0,0,0,0,0,6,3,6,4
20,3,80.0,9600,1,3,3,0,3,0,12,2,1,1,3,6,1950,2007,1,0,6,1,0.0,2,3,1,3,3,3,0,607,5,506,1113,0,2,1,3,0,0,1113,0,0,1,0,3,0,2,5,1,2,1,2,1,4,4,2,0,80,120,0,0,0,0,7,3,6,4
20,4,90.0,7407,1,3,3,0,3,0,17,0,1,1,4,6,1957,1996,1,0,6,1,0.0,3,3,1,3,3,3,2,600,5,312,912,0,3,1,0,0,0,1236,1,0,1,0,2,0,3,5,0,2,1,2,2,4,4,2,0,158,158,0,0,0,0,4,4,6,4
160,4,21.0,1680,1,3,3,0,3,0,2,2,1,4,4,2,1971,1971,1,0,4,1,604.0,3,3,1,3,3,3,0,358,5,125,483,0,3,1,3,504,0,987,0,0,1,1,2,0,3,5,0,2,5,2,1,4,4,2,0,0,0,0,0,0,0,8,2,6,4
20,3,80.0,9600,1,3,3,0,0,0,12,2,1,1,3,5,1959,1959,1,0,6,1,132.0,3,3,1,3,3,3,0,991,5,50,1041,0,0,1,3,0,0,1041,1,0,1,0,3,0,3,5,0,2,1,1,1,4,4,2,224,88,0,0,0,0,0,7,3,6,4
20,3,67.0,9286,1,0,3,0,1,1,5,2,1,1,3,6,1977,1989,1,0,4,1,0.0,3,3,1,2,1,0,0,196,5,1072,1268,0,3,1,3,0,0,1268,0,0,1,1,3,0,2,5,0,2,5,2,1,4,4,2,173,0,0,0,0,0,0,10,3,6,4
80,3,65.0,10482,1,3,3,0,3,0,12,2,1,6,4,7,1958,1958,3,0,9,1,63.0,3,2,1,3,3,0,2,507,5,81,588,0,0,1,3,0,0,1138,0,1,1,0,3,0,3,5,0,2,1,1,1,4,4,2,224,0,0,0,0,0,0,6,1,6,4
20,3,80.0,10000,1,3,3,0,3,0,14,2,1,1,3,5,1973,2000,1,0,4,1,0.0,3,3,1,2,3,3,1,1084,5,92,1176,0,2,1,3,0,0,1178,0,1,1,1,3,0,2,5,1,1,1,2,2,4,4,2,224,0,0,0,0,0,0,11,2,6,4
20,3,70.0,8749,1,3,3,0,3,0,5,2,1,1,5,4,2002,2002,1,0,9,1,100.0,2,3,2,2,3,3,5,0,5,1459,1459,0,0,1,3,0,0,1459,0,0,2,0,3,0,2,5,1,2,1,1,2,4,4,2,192,39,0,0,0,0,0,9,1,6,4
70,3,75.0,13125,1,3,3,0,3,0,6,2,1,4,5,5,1940,1984,1,0,10,1,0.0,3,3,1,3,3,3,1,410,5,390,800,0,3,1,3,780,0,1740,0,0,1,1,3,0,3,5,2,2,1,2,1,4,4,2,0,0,0,0,0,0,0,7,1,1,4
80,3,67.0,8530,1,0,3,0,3,0,8,2,1,6,5,4,1995,1996,1,0,4,1,22.0,3,3,2,2,3,3,5,0,5,384,384,0,2,1,3,670,0,1474,0,0,2,1,3,0,3,5,1,4,3,0,2,4,4,2,120,72,0,0,0,0,4,5,3,6,4
30,4,52.0,6240,1,3,3,0,3,0,9,2,1,0,2,4,1925,1950,1,0,6,1,0.0,3,3,1,3,3,3,1,152,5,628,780,0,3,1,0,0,3,1208,0,0,1,0,2,0,3,5,0,2,5,2,2,4,4,2,0,23,112,0,0,0,0,1,3,6,4
120,3,38.0,14963,1,1,3,0,3,0,24,2,1,1,6,4,1996,1996,1,0,2,1,0.0,2,3,2,2,3,3,2,786,5,474,1260,0,0,1,3,0,0,1288,1,0,1,1,1,0,0,5,2,2,1,0,2,4,4,2,120,30,0,0,224,0,0,12,2,6,4
190,3,100.0,34650,1,3,0,0,3,0,8,2,1,1,3,4,1955,1955,3,0,10,1,0.0,3,3,1,3,3,2,4,1056,5,0,1056,0,3,0,3,0,0,1056,1,0,1,0,3,0,3,5,0,2,1,0,2,4,4,2,264,0,0,0,0,0,0,1,0,6,4
50,3,67.0,12513,1,0,3,0,2,0,12,1,1,0,2,3,1920,2007,1,0,9,1,0.0,3,2,0,3,0,3,5,0,5,715,715,0,2,1,3,457,0,1738,0,0,2,0,4,0,3,5,1,2,1,2,1,4,4,2,55,0,0,0,0,0,0,6,3,6,4
75,4,75.0,13500,1,3,3,0,3,0,17,0,2,3,8,8,1893,2000,1,0,10,1,0.0,0,0,0,3,3,3,5,0,5,1237,1237,0,2,1,3,1254,0,2775,0,0,3,1,3,0,2,5,1,2,5,2,2,2,4,2,105,502,0,0,0,0,0,7,2,6,4
20,3,91.0,14303,1,0,3,0,0,0,15,2,1,1,6,4,1994,1994,3,0,4,1,554.0,2,3,2,2,3,1,2,1314,5,672,1986,0,0,1,3,0,0,1987,1,0,2,0,2,0,2,5,1,4,1,0,2,4,4,2,262,36,0,0,0,0,0,8,2,6,4
60,3,111.0,16259,1,3,3,0,0,0,16,2,1,4,7,4,2006,2006,1,0,9,2,370.0,3,3,2,0,1,0,5,0,5,1249,1249,0,0,1,3,1347,0,2596,0,0,3,1,4,0,2,5,0,2,1,1,3,4,4,2,240,154,0,0,0,0,0,9,0,4,5
20,3,67.0,9945,1,0,3,0,3,0,19,2,1,1,3,4,1961,1961,3,0,10,1,57.0,3,3,1,3,3,3,4,827,5,161,988,0,3,1,3,0,0,988,1,0,1,0,3,0,3,5,0,2,5,2,2,4,4,2,0,0,0,0,0,0,0,10,1,6,4
20,3,68.0,9571,1,3,3,0,3,0,7,2,1,1,3,2,1958,1958,1,0,1,1,0.0,3,1,1,3,0,3,5,0,5,1276,1276,0,3,1,0,0,0,1276,0,0,1,0,3,0,3,4,0,2,1,2,1,4,4,2,0,0,0,0,0,0,0,6,3,0,0
20,3,110.0,14442,1,3,3,0,3,0,6,2,1,1,4,6,1957,2004,3,0,3,1,106.0,3,3,2,3,3,3,2,1186,5,291,1477,0,0,1,3,0,0,1839,1,0,2,0,3,0,2,5,2,4,1,0,2,4,4,2,0,87,0,0,200,0,0,6,1,6,4
20,3,70.0,10552,1,0,3,0,3,0,12,2,1,1,3,4,1959,1959,3,0,2,1,0.0,3,3,1,3,3,3,4,1018,5,380,1398,0,2,1,3,0,0,1700,0,1,1,1,4,0,2,5,1,2,1,1,2,4,4,2,0,38,0,0,0,0,0,4,4,6,4
20,3,67.0,16669,1,0,3,0,0,0,23,2,1,1,6,5,1981,1981,3,2,7,1,653.0,2,3,1,2,3,3,5,0,5,1686,1686,0,3,1,3,0,0,1707,0,0,2,1,2,0,3,5,1,4,1,1,2,4,4,2,574,64,0,0,0,0,0,1,0,6,4
60,3,74.0,8834,1,3,3,0,3,0,16,2,1,4,7,4,2004,2005,3,0,9,2,216.0,2,3,2,0,3,3,2,1170,5,292,1462,0,0,1,3,762,0,2224,1,0,2,1,4,0,0,5,1,2,1,0,3,4,4,2,184,0,0,0,0,0,0,6,3,6,4
20,3,50.0,14859,1,0,1,0,1,0,8,2,1,1,5,4,2006,2006,3,0,9,1,27.0,2,3,2,2,3,3,5,0,5,1670,1670,0,0,1,3,0,0,1670,0,0,2,0,3,0,2,5,1,2,1,1,3,4,4,2,144,60,0,0,0,0,0,8,0,4,5
50,4,85.0,8500,1,3,3,0,0,0,9,0,1,0,3,6,1919,2005,1,0,3,1,0.0,3,3,1,3,3,3,5,0,5,793,793,1,3,0,1,520,0,1517,0,0,2,0,3,0,1,5,0,2,1,2,0,4,4,0,0,0,144,0,0,0,0,8,1,6,4
90,3,82.0,11070,1,3,3,0,3,0,11,2,1,1,5,4,1988,1989,1,0,9,1,70.0,3,3,1,3,3,3,5,0,5,1907,1907,0,2,1,3,0,0,1959,0,0,3,0,5,1,3,5,0,2,0,2,3,4,4,2,0,0,0,0,0,0,0,7,0,6,3
20,3,182.0,14572,1,2,3,0,0,0,8,2,1,1,5,4,2004,2004,3,0,9,1,0.0,2,3,2,2,3,0,2,1300,5,230,1530,0,0,1,3,0,0,1530,1,0,2,0,3,0,2,5,1,2,1,0,3,4,4,2,144,36,0,0,0,0,0,11,1,6,3
20,3,120.0,9560,1,0,3,0,0,0,5,2,1,1,3,6,1972,1972,3,0,6,1,0.0,3,2,1,3,3,2,4,360,5,504,864,0,0,1,3,0,0,864,0,0,1,0,3,0,3,5,0,2,1,1,1,4,4,2,0,0,0,0,0,0,0,6,0,6,4
20,3,67.0,11500,1,0,3,0,1,0,7,2,1,1,2,2,1957,1957,1,0,10,1,0.0,3,2,3,3,3,3,5,0,5,0,0,0,0,0,3,0,0,845,0,0,1,0,3,0,3,5,0,2,5,2,1,4,4,0,186,0,0,0,0,0,0,1,3,6,4
50,3,86.0,11500,1,0,3,0,3,0,6,2,1,0,5,6,1936,1987,1,0,2,1,0.0,2,3,1,2,3,3,4,223,5,794,1017,0,2,1,3,1037,0,2057,0,0,1,1,3,0,2,5,1,2,1,0,1,1,4,2,0,0,0,0,322,0,0,6,0,6,4
60,3,80.0,9760,1,3,3,0,3,1,12,2,1,4,4,5,1964,1964,1,0,4,1,360.0,3,3,1,3,3,1,2,674,3,0,780,0,3,1,3,813,0,1611,1,0,1,1,4,0,3,5,0,2,1,1,2,4,4,2,328,128,0,0,189,0,0,6,2,6,4
20,3,65.0,8529,1,0,3,0,3,0,20,2,1,1,5,4,2001,2001,1,0,9,1,0.0,2,3,2,2,3,3,2,20,5,1434,1454,0,0,1,3,0,0,1434,0,0,2,0,3,0,2,5,1,4,1,1,2,4,4,2,290,39,0,0,0,0,0,4,3,6,4
20,3,67.0,10920,1,0,3,0,0,0,12,2,1,1,4,4,1960,1960,3,0,6,1,212.0,3,3,1,3,3,3,1,733,5,520,1253,0,3,1,3,0,0,1253,1,0,1,1,2,0,3,5,1,1,1,1,1,4,4,2,0,213,176,0,0,0,0,5,2,6,4
20,3,59.0,10593,1,0,3,0,3,0,15,2,1,1,5,4,1996,1996,3,0,9,1,338.0,2,3,2,2,3,3,2,919,5,801,1720,0,0,1,3,0,0,1720,1,0,2,0,3,0,2,5,1,4,1,0,2,4,4,2,240,56,154,0,0,0,0,3,4,6,4
20,3,60.0,7200,1,3,3,0,3,0,12,2,1,1,3,6,1950,1950,1,0,6,1,0.0,3,3,1,3,3,3,1,534,4,246,876,0,3,1,3,0,0,988,0,0,1,0,3,0,3,5,0,2,1,2,1,4,4,2,0,80,0,0,0,0,0,5,1,6,4
50,3,55.0,7642,1,3,3,0,0,0,6,2,1,0,5,7,1918,1998,1,0,10,1,0.0,2,3,0,3,3,3,5,0,5,912,912,0,2,1,3,514,0,1426,0,0,1,1,3,0,2,5,1,2,5,2,1,4,4,2,0,240,0,0,0,0,0,6,1,6,4
60,3,74.0,10927,1,3,3,0,3,0,16,2,1,4,6,4,2005,2005,1,0,9,1,280.0,2,3,2,2,3,0,2,546,5,512,1058,0,0,1,3,846,0,1904,1,0,2,1,3,0,0,5,1,2,3,0,2,4,4,2,179,60,0,0,0,0,0,6,0,6,4
20,3,80.0,9920,1,3,3,0,3,0,12,2,1,1,3,4,1954,1954,1,0,4,2,110.0,3,3,1,3,3,3,4,354,3,412,1056,0,3,1,3,0,0,1063,1,0,1,0,3,0,3,5,0,2,1,1,1,4,4,2,0,0,164,0,0,0,0,2,4,6,4
190,3,60.0,12180,1,3,3,0,3,0,7,2,1,0,2,3,1941,1950,1,0,6,1,0.0,3,1,0,2,3,3,1,348,5,324,672,2,1,0,0,252,0,924,1,0,1,0,2,0,1,5,0,2,5,2,1,4,4,2,0,0,0,0,0,0,0,7,4,6,4
20,3,90.0,17217,1,3,3,0,3,0,11,2,1,1,3,4,2006,2006,1,0,9,1,0.0,3,3,2,2,3,3,5,0,5,1140,1140,0,0,1,3,0,0,1140,0,0,1,0,3,0,3,5,0,2,1,2,0,4,4,2,36,56,0,0,0,0,0,7,0,6,0
20,3,71.0,9353,1,3,3,0,3,0,12,2,1,1,2,4,1970,1970,1,0,6,1,0.0,3,3,1,3,3,3,5,0,5,864,864,0,2,1,3,0,0,864,0,0,1,0,3,0,3,5,0,2,1,2,1,4,4,2,0,0,0,0,0,0,0,7,0,5,0
50,4,60.0,7200,1,3,3,0,0,0,9,2,1,0,3,5,1938,1995,1,0,10,1,0.0,3,3,1,3,3,3,5,0,5,803,803,0,0,1,3,557,0,1360,0,0,1,1,2,0,2,5,0,2,5,2,1,4,4,2,0,65,190,0,0,0,0,7,0,6,4
120,3,50.0,8012,1,3,3,0,3,0,20,2,1,1,4,4,1992,1992,1,0,7,1,0.0,2,3,2,2,3,3,2,430,5,1145,1575,0,2,1,3,0,0,1575,1,0,2,0,2,0,2,5,0,2,1,1,2,4,4,2,0,0,52,0,0,0,0,7,1,6,4
60,3,174.0,15138,1,0,3,0,3,0,15,2,1,4,6,4,1995,1996,1,0,9,1,506.0,2,3,2,2,3,3,2,689,5,773,1462,0,0,1,3,1304,0,2794,1,0,2,1,4,0,0,5,1,4,1,0,3,4,4,2,0,146,202,0,0,0,0,7,3,6,4
30,3,80.0,11600,1,3,3,0,3,0,6,2,1,1,2,4,1922,1950,1,0,6,1,0.0,3,3,0,1,3,3,5,0,5,700,700,0,0,1,3,0,0,1180,0,0,1,0,2,0,1,5,1,2,5,2,1,4,1,2,0,0,67,0,0,0,0,7,0,6,4
20,3,70.0,8294,1,3,3,0,3,0,12,2,1,1,2,4,1971,1971,1,0,6,1,0.0,3,3,1,3,3,3,5,0,5,858,858,0,3,1,3,0,0,872,0,0,1,0,3,0,3,5,0,2,5,2,4,4,4,2,0,0,0,0,0,0,0,6,1,6,4
20,3,80.0,9600,1,3,3,0,3,0,12,2,1,1,4,4,1953,1953,3,0,4,2,238.0,3,3,1,3,3,3,2,1285,5,131,1416,0,3,1,3,0,0,1644,1,0,1,0,3,0,3,5,2,2,1,0,2,4,4,2,110,0,0,0,0,0,0,10,3,6,4
